taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.983665,40.753021,0.64
2.0,-74.003998,40.742168,0.12
3.0,-73.988869,40.731506,0.67
4.0,-74.005417,40.72736,0.34
5.0,-73.987267,40.766022,0.71
6.0,-73.971893,40.762169,0.43
7.0,-74.004875,40.730125,0.97
8.0,-73.980438,40.760483,0.92
9.0,-73.984543,40.759739,0.93
10.0,-73.976204,40.755772,0.76
11.0,-73.996033,40.753613,0.91
12.0,-73.994621,40.75016,0.58
13.0,-73.98333,40.749577,0.59
14.0,-73.983795,40.740749,0.5
15.0,-73.989143,40.743382,0.11
16.0,-74.007935,40.731407,0.65
17.0,-73.982376,40.742691,0.38
18.0,-73.991524,40.72691,0.77
19.0,-73.985962,40.752148,0.97
20.0,-73.974014,40.764149,0.53
21.0,-73.971382,40.757126,0.74
22.0,-73.984383,40.743328,0.65
23.0,-73.983185,40.738632,0.78
24.0,-74.007492,40.741035,0.33
25.0,-73.977829,40.761219,0.11
26.0,-73.984047,40.737484,0.9
27.0,-73.999168,40.719955,0.96
28.0,-73.965385,40.806171,0.18
29.0,-73.985229,40.732502,0.65
30.0,-74.005508,40.740116,0.15
31.0,-73.989426,40.72298,0.56
32.0,-73.982872,40.767036,0.61
33.0,-73.956665,40.718819,0.89
34.0,-73.999344,40.733772,0.55
