taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.987274,40.729256,0.33
2.0,-73.981735,40.732292,0.14
3.0,-73.99337,40.745689,0.39
4.0,-74.031174,40.727589,0.63
5.0,-73.992485,40.763702,0.33
6.0,-73.990189,40.746597,0.69
7.0,-73.984901,40.747959,0.74
8.0,-74.002785,40.723564,0.3
9.0,-73.992584,40.723862,0.66
10.0,-74.000023,40.725403,0.19
11.0,-73.790154,40.647076,0.83
12.0,-74.001373,40.736355,0.1
13.0,-73.98455,40.742252,0.7
14.0,-73.995972,40.753803,0.79
15.0,-73.993507,40.752033,0.27
16.0,-73.987083,40.741283,0.7
17.0,-73.982841,40.762112,0.4
18.0,-73.776672,40.64542,0.21
19.0,-73.993439,40.740761,0.52
20.0,-73.956985,40.71439,0.39
21.0,-74.001404,40.727413,0.43
22.0,-73.983437,40.739128,0.96
23.0,-74.002205,40.726563,0.69
24.0,-73.96447,40.807461,0.88
25.0,-73.999779,40.728523,0.33
26.0,-74.002769,40.733929,0.53
27.0,-73.995674,40.725037,0.81
28.0,-73.948837,40.77763,0.59
29.0,-74.002327,40.72118,0.31
30.0,-73.988953,40.760296,0.43
31.0,-73.983864,40.779526,0.53
32.0,-73.968964,40.755165,0.67
33.0,-74.00528,40.728645,0.62
34.0,-73.994469,40.760883,0.85
