taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.005951,40.735947,0.23
2.0,-73.989136,40.743912,0.37
3.0,-73.994682,40.750374,0.58
4.0,-74.007622,40.705048,0.58
5.0,-73.972237,40.756847,0.87
6.0,-74.000488,40.729946,0.31
7.0,-73.957924,40.721897,0.61
8.0,-73.953156,40.767502,0.94
9.0,-73.997749,40.721558,0.67
10.0,-74.001854,40.725838,0.96
11.0,-73.987877,40.745781,0.97
12.0,-73.976097,40.760307,0.25
13.0,-73.985405,40.747536,0.38
14.0,-74.009583,40.715012,0.56
15.0,-73.98764,40.732483,0.34
16.0,-73.984795,40.686981,0.36
17.0,-73.996292,40.686234,0.36
18.0,-73.974937,40.758804,0.23
19.0,-74.00135,40.736301,0.78
20.0,-73.971535,40.756836,0.45
21.0,-73.968613,40.758862,0.46
22.0,-73.96627,40.761921,0.68
23.0,-73.981628,40.747147,0.85
24.0,-74.008644,40.718796,0.89
25.0,-74.003799,40.722519,0.64
26.0,-73.9599,40.771568,0.1
27.0,-74.004074,40.733082,0.34
28.0,-73.879555,40.743908,0.27
29.0,-73.987907,40.756096,0.25
30.0,-74.006317,40.73941,0.95
