taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.004593,40.718861,0.91
2.0,-73.981926,40.771545,0.95
3.0,-73.995872,40.732857,0.73
4.0,-73.985184,40.723652,0.11
5.0,-74.003105,40.727715,0.37
6.0,-73.944115,40.835163,0.33
7.0,-73.969307,40.689499,0.76
8.0,-73.96196,40.805416,0.97
9.0,-73.963799,40.710587,0.14
10.0,-73.983322,40.771137,0.42
11.0,-73.955437,40.716007,0.17
12.0,-73.963455,40.716743,0.31
13.0,-73.987717,40.732388,0.79
14.0,-73.992043,40.725521,0.18
15.0,-73.985367,40.738544,0.32
16.0,-73.994736,40.719666,0.12
17.0,-73.965111,40.755283,0.62
18.0,0.0,0.0,0.82
19.0,-73.991844,40.726013,0.82
20.0,-73.980278,40.755783,0.82
21.0,-73.993454,40.762161,0.48
22.0,-74.002251,40.726585,0.99
23.0,-74.007294,40.741241,0.41
24.0,-73.98629,40.755722,0.66
25.0,-73.997337,40.714092,0.88
26.0,-73.992493,40.758492,0.31
27.0,-74.00824,40.716675,0.65
28.0,-73.948395,40.789291,0.32
29.0,-73.99736,40.746777,0.15
30.0,-73.985382,40.738441,0.61
