customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.983711,40.760372,-73.980118,40.752975,0.55,10.0,1.105,2.2
2.0,-73.993561,40.752262,-73.985062,40.727859,1.218,14.0,0.348,14.9
3.0,-73.987503,40.741795,-73.995888,40.763855,1.17,9.0,0.518,2.1
4.0,-74.003593,40.751507,-73.968147,40.755802,3.67,21.0,0.406,3.6
5.0,-73.981873,40.740131,-73.993561,40.721516,1.41,10.0,0.899,5.7
6.0,-73.976982,40.764374,-73.812141,40.694012,16.669,19.0,0.255,13.7
7.0,-73.999321,40.7313,-73.971291,40.746738,2.962,14.0,1.028,3.9
8.0,-73.979668,40.752171,-73.953186,40.772648,2.835,8.0,0.926,19.2
9.0,-73.958092,40.710751,-73.946304,40.714329,1.316,3.0,1.03,3.4
10.0,-73.979118,40.723557,-73.972237,40.794331,2.201,19.0,0.714,1.8
11.0,-73.969833,40.763023,-73.93705,40.856525,4.296,18.0,0.291,18.8
12.0,-74.005783,40.71793,-73.990486,40.75053,1.905,8.0,0.621,2.5
13.0,-73.976669,40.683018,-73.950829,40.714127,2.85,12.0,0.381,1.2
14.0,-73.982742,40.735401,-74.004311,40.730892,2.29,5.0,0.888,7.9
15.0,-73.980865,40.782276,-73.929779,40.855003,5.605,14.0,0.442,9.2
16.0,-73.99762,40.720882,-73.989693,40.668293,1.784,18.0,0.64,6.8
17.0,-73.93734,40.80426,-73.917297,40.829716,2.254,10.0,0.37,18.7
18.0,-73.92984,40.756573,-73.947762,40.804501,2.358,17.0,0.61,9.1
19.0,-73.950356,40.706402,-73.962654,40.659271,1.922,20.0,0.805,7.2
20.0,-73.967705,40.756161,-73.979385,40.762131,1.313,5.0,1.118,11.6
21.0,-73.987709,40.76516,-73.979744,40.75304,0.999,7.0,0.79,7.0
22.0,-73.956558,40.771347,-73.979095,40.740395,2.539,7.0,0.488,15.1
23.0,-73.988594,40.738731,-74.005043,40.728561,1.8,7.0,0.324,3.9
24.0,-73.983986,40.725353,-73.971016,40.755573,1.674,14.0,1.06,18.1
25.0,-73.997246,40.74192,-74.005783,40.706467,1.43,10.0,0.359,5.4
26.0,-74.007553,40.740845,-73.996689,40.742088,1.221,5.0,0.687,12.1
27.0,-74.004868,40.723228,-73.954803,40.771622,5.298,18.0,1.06,9.8
28.0,-73.981285,40.756313,-73.91227,40.760441,7.012,15.0,0.979,16.5
29.0,-73.986755,40.722252,-73.957817,40.731419,3.031,13.0,0.95,3.5
30.0,-73.987328,40.760857,-73.98246,40.735538,0.986,11.0,0.81,14.4
31.0,-73.982903,40.751083,-73.953621,40.741371,3.067,9.0,0.4,15.9
32.0,-74.00946,40.738201,-74.00489,40.741444,0.602,5.366666666666666,0.822,5.9
33.0,-73.993011,40.720154,-73.976822,40.747009,1.911,8.483333333333333,0.348,5.2
34.0,-73.982407,40.768635,-73.989708,40.757893,0.923,7.05,0.882,5.3
35.0,-73.982025,40.769302,-73.977486,40.784443,0.753,3.7333333333333334,0.607,1.1
36.0,-73.988312,40.738728,-73.952484,40.768635,3.8,11.433333333333334,0.933,6.5
37.0,-73.889259,40.747131,-73.912811,40.762924,2.524,8.733333333333333,0.538,6.5
38.0,-73.985306,40.747807,-73.987663,40.762375,0.602,9.866666666666667,0.707,7.3
39.0,-73.977844,40.752491,-73.995239,40.73402,1.943,7.566666666666666,0.464,16.1
40.0,-73.979492,40.74403,-73.99176,40.718544,1.546,13.95,1.181,3.7
41.0,-73.999847,40.718185,-74.0065,40.738861,1.011,9.483333333333333,0.22,2.6
42.0,-73.979538,40.752377,-73.944344,40.724331,3.727,11.35,0.774,17.7
43.0,-74.004997,40.722931,-73.975563,40.746342,3.139,12.1,0.797,19.9
44.0,-73.994797,40.680813,-73.973633,40.677231,2.248,5.2,0.266,16.7
45.0,-73.984077,40.749306,-73.983101,40.696308,1.598,19.533333333333335,0.759,15.7
46.0,-74.007599,40.74086,-73.961304,40.76038,4.78,19.116666666666667,0.433,11.6
47.0,-73.983795,40.743515,-73.982513,40.661869,2.385,26.25,0.524,10.0
48.0,-73.98143,40.729099,-74.000717,40.726074,2.061,7.05,0.551,17.5
49.0,-73.977791,40.746586,-73.98851,40.734818,1.254,5.05,0.411,3.2
50.0,-74.005074,40.722843,-73.949776,40.71109,5.655,14.833333333333334,0.821,1.2
51.0,-73.990448,40.756119,-73.938065,40.855564,6.029,17.933333333333334,0.585,1.7
