taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.006683,40.744141,0.64
2.0,-73.986618,40.743805,0.38
3.0,-73.983093,40.744495,0.71
4.0,-73.994057,40.746216,0.29
5.0,-73.980148,40.780724,0.59
6.0,-73.984215,40.761375,0.51
7.0,-73.968056,40.761234,0.45
8.0,-73.973381,40.792671,0.13
9.0,-73.973961,40.754669,0.83
10.0,-73.977165,40.788635,0.61
11.0,-74.008179,40.737335,0.29
12.0,-73.987007,40.761139,0.29
13.0,-73.993279,40.752178,0.4
14.0,-73.972557,40.764854,0.59
15.0,0.0,0.0,0.56
16.0,-73.990173,40.756126,0.73
17.0,-74.005287,40.728287,0.3
18.0,-74.004875,40.730072,0.66
19.0,-73.952454,40.80352,0.59
20.0,-73.980942,40.744556,0.85
21.0,-73.993149,40.751991,0.35
22.0,-74.002625,40.730614,0.15
23.0,-74.001839,40.732746,0.54
24.0,-74.001556,40.727524,0.21
25.0,-73.957619,40.774811,0.4
26.0,-73.992767,40.753571,0.27
27.0,-73.970436,40.752399,0.97
28.0,-73.992371,40.737972,0.49
29.0,-73.949242,40.797615,0.9
30.0,-73.997864,40.763996,0.14
