customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.99411,40.719753,-73.983238,40.725178,1.231,9.0,0.272,16.6
2.0,-74.008217,40.740429,-74.009018,40.715633,0.823,8.0,1.137,15.0
3.0,-73.947556,40.784588,-73.971977,40.743481,2.82,6.0,1.173,9.9
4.0,-73.996292,40.748417,-73.994568,40.7286,0.709,8.0,0.384,8.7
5.0,-73.986969,40.721046,-73.996056,40.742767,1.222,11.0,1.023,4.1
6.0,-74.002563,40.733669,-74.002228,40.747807,0.528,5.95,0.293,12.5
7.0,-73.980949,40.729736,-73.988579,40.733978,0.907,5.0,0.226,16.6
8.0,-73.96035,40.715401,-73.978668,40.696407,2.036,6.0,0.72,10.0
9.0,-73.985718,40.7616,-73.971397,40.677277,2.86,21.0,0.542,4.0
10.0,-73.988998,40.744873,-73.98246,40.731258,0.889,6.0,0.738,9.3
11.0,-73.987755,40.732437,-73.979294,40.761585,1.301,11.0,0.324,18.9
12.0,-74.005119,40.719639,-74.010887,40.709126,0.781,5.0,0.747,9.3
13.0,-73.999931,40.734684,-73.96978,40.75708,3.203,12.0,0.528,19.1
14.0,-73.953644,40.714088,-73.999023,40.728127,4.674,4.0,1.1,19.1
15.0,-74.005539,40.740784,-73.96228,40.755653,4.466,13.0,1.17,14.8
16.0,-73.999153,40.72821,-73.990028,40.72332,1.057,6.0,0.623,11.0
17.0,-74.005341,40.719582,-74.009605,40.714867,0.582,5.0,1.063,18.7
18.0,-73.975204,40.762936,-73.968987,40.638973,3.603,29.0,0.698,8.3
19.0,-73.992432,40.743488,-73.904915,40.745216,8.854,19.0,1.129,12.4
20.0,-73.993134,40.75201,-73.980156,40.74012,1.471,9.0,1.118,10.7
21.0,-73.978668,40.777527,-73.910683,40.873791,7.409,15.0,0.341,18.1
22.0,-73.990837,40.75071,-73.998299,40.720081,1.261,10.0,0.492,3.9
23.0,-73.983368,40.73418,-73.800758,40.719715,18.328,31.0,0.951,16.4
24.0,-73.992035,40.726059,-73.965775,40.677956,3.069,17.0,0.334,19.2
25.0,-73.945152,40.807732,-73.944458,40.781513,0.864,7.0,0.851,13.3
26.0,-73.996162,40.743313,-73.993668,40.721039,0.798,12.0,0.421,17.8
27.0,-73.955544,40.779514,-73.945244,40.790726,1.209,8.0,1.053,19.6
28.0,-73.990799,40.750782,-73.93866,40.654808,5.963,27.0,0.528,5.2
29.0,-74.001518,40.730797,-73.874779,40.822083,13.008,27.0,0.841,14.8
30.0,-73.98275,40.756882,-73.99482,40.755299,1.341,6.0,0.229,4.4
31.0,-74.006027,40.735264,-73.986404,40.73785,2.094,7.0,1.114,10.4
32.0,-73.983055,40.761051,-73.966423,40.676228,2.999,30.0,1.135,4.0
33.0,-73.991722,40.749554,-73.992943,40.732502,0.622,7.0,0.844,4.0
34.0,-73.783585,40.648643,-73.960892,40.709091,17.874,24.0,0.764,18.3
35.0,-73.987038,40.764328,-73.944237,40.824757,4.713,25.0,0.666,2.0
36.0,-73.991447,40.754852,-73.982002,40.772057,1.191,7.0,0.621,19.9
37.0,-73.988541,40.737122,-73.991486,40.749622,0.59,7.233333333333333,1.009,12.4
38.0,-73.948799,40.828732,-73.943558,40.807003,0.932,9.0,1.044,9.0
39.0,-73.980988,40.744431,-74.005371,40.709019,2.754,18.0,1.148,5.7
40.0,-73.989685,40.734436,-73.929413,40.744438,6.147,16.0,0.863,19.8
41.0,-73.981285,40.741356,-73.991653,40.732552,1.199,7.0,0.249,15.0
42.0,-73.992859,40.741535,-73.983093,40.744637,1.115,7.0,0.286,3.0
43.0,-73.966713,40.714798,-73.955498,40.708424,1.269,5.0,0.359,12.3
44.0,-73.982277,40.755703,-73.949501,40.827736,3.957,21.0,0.943,16.8
45.0,-74.005249,40.721111,-73.936424,40.850407,7.859,29.0,0.947,2.3
46.0,-73.952812,40.823215,-73.921288,40.867764,3.509,11.0,0.678,3.5
47.0,-73.997398,40.741753,-73.98584,40.750603,1.315,6.0,1.107,6.7
48.0,-73.989563,40.762756,-74.002846,40.749447,1.511,4.0,1.157,3.4
49.0,-73.98082,40.742046,-73.969246,40.758007,1.372,5.0,1.007,1.1
50.0,-73.965691,40.754337,-73.978073,40.763393,1.396,8.0,0.89,8.5
