taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.98658,40.76173,0.85
2.0,-73.969627,40.753174,0.53
3.0,-74.007523,40.740837,0.29
4.0,-73.972771,40.764172,0.73
5.0,-74.00293,40.726768,0.36
6.0,-74.002838,40.733463,0.97
7.0,-73.98893,40.738811,0.6
8.0,-73.989899,40.734695,0.1
9.0,-73.957863,40.77383,0.16
10.0,-73.98188,40.758297,0.73
11.0,-73.992424,40.753883,0.67
12.0,-74.006882,40.719158,0.47
13.0,-73.993759,40.751202,0.19
14.0,-73.976257,40.739883,0.99
15.0,-74.007492,40.741035,0.53
16.0,-73.987732,40.722771,0.24
17.0,-73.997688,40.763924,0.78
18.0,-73.978287,40.745476,0.85
19.0,-73.961182,40.760841,0.99
20.0,-73.988617,40.722736,0.95
21.0,-74.005386,40.740108,0.45
22.0,-73.963676,40.761406,0.38
23.0,-74.004379,40.71944,0.67
24.0,-73.98246,40.739632,0.94
25.0,-73.991043,40.739437,0.43
26.0,-73.983124,40.731602,0.98
27.0,-73.971825,40.763012,0.69
28.0,-73.975929,40.756123,0.32
29.0,-73.954292,40.781334,0.64
30.0,0.0,0.0,0.3
31.0,-73.981506,40.732822,0.88
32.0,-73.995239,40.749645,0.29
33.0,-73.976646,40.750481,0.65
34.0,-73.958214,40.713428,0.73
