taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.964981,40.806736,0.29
2.0,-73.78614,40.642063,0.42
3.0,-73.991356,40.760265,0.74
4.0,-73.967606,40.762947,0.39
5.0,-74.003426,40.732498,0.94
6.0,-73.992302,40.748943,0.52
7.0,-73.992859,40.721451,0.47
8.0,-74.005928,40.735802,0.97
9.0,-73.982819,40.764874,0.34
10.0,-74.000557,40.735756,0.16
11.0,-73.98597,40.740585,0.72
12.0,-73.994102,40.766621,0.4
13.0,-73.966431,40.710541,0.88
14.0,-73.986465,40.750359,0.55
15.0,-73.985069,40.719006,0.86
16.0,-73.974686,40.759445,0.8
17.0,-73.98259,40.731251,0.18
18.0,-73.976837,40.755993,0.57
19.0,-73.987839,40.748451,0.78
20.0,-73.987038,40.729561,0.18
21.0,-73.991043,40.750626,0.93
22.0,-74.006088,40.717102,0.36
23.0,-73.988457,40.737217,0.87
24.0,-73.983902,40.756668,0.74
25.0,-73.961052,40.76585,0.36
26.0,-73.984001,40.721088,0.73
27.0,-73.982086,40.773907,0.59
28.0,-73.993713,40.727257,0.26
29.0,-74.008209,40.73624,0.11
30.0,-73.960915,40.719025,0.31
