taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.001678,40.739464,0.39
2.0,-73.990494,40.686626,0.1
3.0,-73.975952,40.748791,0.16
4.0,-73.999756,40.721981,0.36
5.0,-73.781921,40.6446,0.91
6.0,-73.985962,40.741058,0.86
7.0,-73.988106,40.722118,0.47
8.0,-73.986191,40.762428,0.51
9.0,-73.960121,40.715656,0.38
10.0,-74.00489,40.728481,0.47
11.0,-73.972824,40.764534,0.83
12.0,-73.981323,40.676765,0.64
13.0,-73.996895,40.74229,0.46
14.0,-73.966843,40.757137,0.31
15.0,-74.002182,40.755917,0.62
16.0,-73.978981,40.755955,0.48
17.0,-73.989815,40.752243,0.53
18.0,-73.984695,40.746944,0.16
19.0,-73.951675,40.725269,0.78
20.0,-73.966469,40.773369,0.69
21.0,-73.993683,40.681908,0.34
22.0,-74.003021,40.734379,0.9
23.0,-74.007233,40.741253,0.94
24.0,-73.972107,40.753971,0.85
25.0,-73.986229,40.762318,0.41
26.0,-73.953667,40.775322,0.62
27.0,-73.983292,40.726765,0.28
28.0,-73.986389,40.747784,0.77
29.0,-73.965996,40.762272,0.49
30.0,-73.976799,40.745258,0.97
