taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.994202,40.721169,0.99
2.0,-73.999374,40.728458,0.81
3.0,-73.987122,40.720589,0.54
4.0,-73.982956,40.738895,0.7
5.0,-73.977036,40.747356,0.59
6.0,-73.986031,40.730923,0.2
7.0,-73.988724,40.722305,0.67
8.0,0.0,0.0,0.12
9.0,-73.985321,40.747486,0.46
10.0,-74.007439,40.726688,0.86
11.0,-73.985664,40.719105,0.54
12.0,-74.001678,40.735706,0.87
13.0,-74.012856,40.71653,0.46
14.0,-73.940109,40.793919,0.18
15.0,-73.995407,40.739101,0.37
16.0,-73.988258,40.723518,0.84
17.0,-73.981522,40.764961,0.43
18.0,-73.992867,40.74131,1.0
19.0,-74.008621,40.740631,0.18
20.0,-73.968224,40.758984,0.72
21.0,-74.003014,40.723343,0.52
22.0,-73.977585,40.784126,0.35
23.0,-73.978188,40.761555,0.94
24.0,-73.994179,40.751118,0.13
25.0,-74.004524,40.70747,0.7
26.0,-73.991135,40.733864,0.4
27.0,-73.971138,40.751163,0.54
28.0,-73.984901,40.742161,0.74
29.0,-73.971489,40.7626,0.43
30.0,-73.979073,40.74527,0.93
