customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.994743,40.72504,-73.976997,40.745266,1.991,6.0,0.934,15.6
2.0,-73.940208,40.793827,-73.931664,40.796185,0.992,4.266666666666667,1.132,5.7
3.0,-74.008224,40.738731,-73.990662,40.717209,1.984,14.0,0.328,4.2
4.0,-73.958122,40.717449,-73.970177,40.756416,1.748,18.0,1.008,14.2
5.0,-73.955261,40.720139,-74.013351,40.705513,5.937,15.0,0.355,16.3
6.0,-73.994247,40.7509,-73.99437,40.724663,0.859,14.0,0.795,14.7
7.0,-73.965637,40.758926,-73.991295,40.750408,2.704,8.25,0.947,9.9
8.0,-73.990349,40.746304,-73.954948,40.769184,3.719,11.0,0.265,10.3
9.0,-73.948456,40.717842,-73.932159,40.703373,1.809,10.0,1.041,16.5
10.0,-73.994087,40.72245,-73.975037,40.755283,2.239,12.0,0.307,7.8
11.0,-74.002892,40.739223,-73.978874,40.747711,2.541,9.0,0.972,19.2
12.0,-73.992271,40.751778,-73.982765,40.769112,1.198,6.0,1.184,4.9
13.0,-73.973618,40.747929,-73.968857,40.758141,0.689,6.0,1.162,10.4
14.0,-73.991066,40.723701,-73.946999,40.680191,4.687,18.0,0.703,11.3
15.0,-73.955856,40.714115,-73.96846,40.643906,2.442,24.0,0.931,10.1
16.0,-73.978165,40.729286,-73.999603,40.730976,2.274,9.0,1.006,12.7
17.0,-73.995163,40.744663,-73.953896,40.730255,4.267,20.0,0.316,2.5
18.0,-73.972603,40.756191,-73.982132,40.774708,1.215,8.0,0.982,15.3
19.0,-73.996887,40.725609,-73.966255,40.711639,3.213,13.0,1.118,3.1
20.0,-73.955956,40.803604,-73.973618,40.677158,4.036,36.0,0.347,7.1
21.0,-73.987137,40.761173,-73.983559,40.749859,0.611,7.0,1.149,3.2
22.0,-73.987907,40.729435,-73.979034,40.727959,1.023,5.0,0.862,7.7
23.0,-73.994034,40.746029,-74.004021,40.708641,1.567,13.0,0.296,12.5
24.0,-74.007568,40.740871,-73.967674,40.751579,4.122,15.0,1.156,11.3
25.0,-73.987556,40.728706,-73.99218,40.724072,0.616,3.0,0.588,12.5
26.0,-73.891388,40.747231,-73.865196,40.736588,2.763,12.0,0.901,19.2
27.0,-73.984245,40.724918,-73.991287,40.740845,0.965,9.0,0.848,19.1
28.0,-73.959862,40.710934,-73.985977,40.717876,2.746,4.0,1.191,5.8
29.0,-73.96077,40.773972,-73.997177,40.722343,4.032,12.0,0.56,4.4
30.0,-73.788025,40.641506,-73.958893,40.760883,17.471,30.0,0.954,11.0
31.0,-74.01075,40.703003,-73.978851,40.741955,3.49,12.0,1.108,13.5
32.0,-73.994698,40.721176,-73.995178,40.759987,1.205,13.0,0.387,13.8
33.0,-74.004219,40.707176,-74.000206,40.733028,0.953,10.0,0.986,3.6
34.0,-73.981934,40.768764,-73.939461,40.847927,4.896,10.0,0.519,15.8
35.0,-73.999153,40.733463,-73.993393,40.721966,0.793,7.0,0.86,12.5
36.0,-73.996277,40.753223,-73.984779,40.73251,1.417,11.0,0.87,1.8
37.0,-73.988899,40.692291,-73.980431,40.699589,1.005,6.0,0.879,6.4
38.0,-74.006676,40.718952,-73.936737,40.721668,7.104,17.0,0.406,12.0
39.0,-73.967567,40.756241,-73.98391,40.758976,1.768,8.0,0.452,5.7
40.0,-73.998398,40.760906,-73.993996,40.771187,0.66,6.0,0.242,5.0
41.0,-73.991989,40.725529,-73.987679,40.686432,1.295,21.0,0.842,7.1
42.0,-74.008186,40.735508,-73.954895,40.734356,5.445,24.0,0.546,8.2
43.0,-73.979301,40.763588,-73.988525,40.764111,1.057,5.0,0.695,3.5
44.0,-73.984337,40.724949,-73.98111,40.738094,0.622,4.766666666666667,1.074,9.8
45.0,-73.994392,40.719292,-73.954353,40.730721,4.138,10.0,0.272,8.7
