taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.984833,40.763916,0.91
2.0,-73.978569,40.756817,0.8
3.0,-73.959541,40.814102,0.99
4.0,-73.967201,40.755981,0.84
5.0,-74.004768,40.721424,0.75
6.0,-73.98806,40.745785,0.35
7.0,-73.981041,40.744331,0.93
8.0,-74.004112,40.725082,0.75
9.0,-73.983551,40.716888,0.83
10.0,-73.996132,40.753422,0.59
11.0,-73.991585,40.722286,0.14
12.0,-74.002625,40.744678,0.18
13.0,-73.990227,40.751705,0.92
14.0,-73.999771,40.738392,0.33
15.0,-73.936508,40.697617,0.41
16.0,-73.990128,40.740791,0.18
17.0,-73.988739,40.718845,0.5
18.0,-74.008141,40.707909,0.22
19.0,-73.994446,40.72797,0.96
20.0,-74.001137,40.71883,0.19
21.0,-73.977547,40.784164,0.49
22.0,-73.958969,40.777679,0.26
23.0,-73.964851,40.689831,0.75
24.0,-73.976189,40.760136,0.5
25.0,-73.95591,40.763844,0.16
26.0,-73.974854,40.753223,0.35
27.0,-73.976486,40.785645,0.74
28.0,-73.958061,40.718052,0.54
29.0,-73.962074,40.763733,0.37
30.0,-73.991959,40.725651,0.27
31.0,-73.954056,40.764103,0.82
32.0,-73.998314,40.745514,0.89
33.0,-73.994453,40.741982,0.12
34.0,-73.991478,40.760063,0.56
35.0,-74.009094,40.705173,0.23
36.0,-73.99028,40.756065,0.8
37.0,-73.957977,40.789768,0.73
38.0,-73.981079,40.759377,0.55
39.0,-73.785553,40.64949,0.25
40.0,-73.977348,40.683811,0.27
41.0,-73.992256,40.724812,0.65
42.0,-73.964584,40.75563,0.38
43.0,-73.982086,40.740376,0.83
44.0,-74.005058,40.722904,0.75
45.0,-73.996735,40.719097,0.96
46.0,-73.972977,40.785404,0.7
47.0,-73.965385,40.806244,0.77
48.0,-74.005669,40.740479,0.47
49.0,-74.005966,40.740059,0.65
50.0,-73.992271,40.730598,0.45
51.0,-73.967834,40.75602,0.92
52.0,-74.00795,40.733631,0.2
53.0,-74.012779,40.754436,0.34
54.0,-73.982407,40.74535,0.17
55.0,-73.997734,40.751396,0.77
56.0,0.0,0.0,0.14
57.0,-73.983292,40.744331,0.75
58.0,-73.966019,40.795063,0.96
59.0,-73.989426,40.730133,0.33
60.0,-73.989349,40.736103,0.88
61.0,-74.005547,40.745716,0.64
62.0,-73.997787,40.716919,0.35
63.0,-73.987968,40.748257,0.85
64.0,-73.980568,40.775013,0.23
65.0,-73.790565,40.646595,0.88
66.0,-73.991592,40.735142,0.36
67.0,-73.994087,40.766422,0.33
68.0,-73.974823,40.74218,0.94
69.0,-73.979286,40.784611,0.96
70.0,-73.983376,40.760487,1.0
71.0,-73.936378,40.799072,0.82
72.0,-73.975685,40.755997,0.22
73.0,-73.980354,40.754047,0.48
74.0,-73.7901,40.647118,0.36
75.0,-73.959282,40.738838,0.51
76.0,-73.985565,40.731571,0.24
77.0,-73.979721,40.746456,0.51
78.0,-73.987473,40.765553,0.37
79.0,-73.951752,40.714878,0.93
80.0,-73.993118,40.728004,0.4
81.0,-73.9963,40.725475,0.36
82.0,-73.975975,40.755379,0.16
83.0,-73.997215,40.722515,0.14
84.0,-73.995758,40.767139,0.94
85.0,-73.980598,40.683193,0.18
86.0,-73.98465,40.758018,0.92
87.0,-74.004036,40.747807,0.13
88.0,-74.002174,40.734802,0.62
89.0,-73.955956,40.772133,0.34
90.0,-73.98806,40.745937,0.43
91.0,-73.971519,40.763046,0.9
92.0,-73.982536,40.766949,0.3
93.0,-73.992279,40.759235,0.43
94.0,-73.969933,40.763004,0.88
95.0,-73.96579,40.754391,0.45
96.0,-73.993782,40.720879,0.3
97.0,-73.989113,40.726749,0.47
98.0,-73.988342,40.749126,0.52
99.0,-73.988731,40.745358,0.48
100.0,-73.986671,40.741276,0.79
101.0,-73.995567,40.739388,0.1
102.0,-74.001457,40.730904,0.22
103.0,-73.968132,40.755444,0.59
104.0,-73.991188,40.743809,0.69
105.0,-74.003815,40.726089,0.36
106.0,-73.98999,40.740044,0.84
107.0,-74.005974,40.735432,0.51
108.0,-73.958168,40.717457,0.74
109.0,-73.947296,40.815166,0.56
110.0,-74.003761,40.728539,0.77
111.0,-73.981209,40.724953,0.29
112.0,-73.917412,40.771145,0.52
113.0,-73.990189,40.725773,0.35
