taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.987244,40.755337,0.94
2.0,-73.987778,40.749973,0.94
3.0,-73.949982,40.722286,0.72
4.0,-73.963463,40.711231,0.8
5.0,-73.997444,40.725857,0.22
6.0,-73.776657,40.645336,0.56
7.0,-73.98745,40.755432,0.56
8.0,-73.905319,40.745426,0.23
9.0,-73.963692,40.808086,0.47
10.0,-74.008118,40.737541,0.16
11.0,-73.998222,40.740582,0.61
12.0,-73.959229,40.799267,0.9
13.0,-73.99868,40.729675,0.27
14.0,-74.004364,40.730774,0.59
15.0,-73.984596,40.759438,0.14
16.0,-73.997421,40.741699,0.28
17.0,-73.989204,40.757938,0.83
18.0,-74.002632,40.73962,0.37
19.0,-73.985374,40.76366,0.1
20.0,-73.991257,40.760307,0.67
21.0,-73.97657,40.749146,0.44
22.0,-74.000999,40.739197,0.95
23.0,-73.972282,40.756481,0.55
24.0,-73.976631,40.756088,0.53
25.0,-73.923698,40.760349,0.32
26.0,-73.973404,40.755882,0.47
27.0,-73.967087,40.763668,0.87
28.0,0.0,0.0,0.18
29.0,-74.006424,40.732571,0.37
30.0,-74.003914,40.742287,0.63
