taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.990341,40.725021,0.31
2.0,-73.943977,40.810131,0.53
3.0,-73.972206,40.759151,0.48
4.0,-73.992615,40.741348,0.68
5.0,-73.985474,40.738426,0.77
6.0,-74.0019,40.735485,0.57
7.0,-73.995186,40.728706,0.52
8.0,-73.977676,40.752117,0.59
9.0,-73.979996,40.760353,0.37
10.0,-74.00045,40.73019,0.56
11.0,-73.985596,40.747192,0.45
12.0,-73.971687,40.756962,0.46
13.0,-73.985359,40.768723,0.36
14.0,-73.976799,40.747463,0.55
15.0,-73.953735,40.775288,0.21
16.0,-73.979179,40.755802,0.39
17.0,-74.001701,40.735134,0.38
18.0,-73.979996,40.75679,0.28
19.0,-74.00248,40.750153,0.73
20.0,-73.987823,40.721115,0.24
21.0,-73.788315,40.64114,0.8
22.0,-74.002655,40.730434,0.23
23.0,-73.999413,40.728313,0.49
24.0,-73.982803,40.722736,0.83
25.0,-73.982674,40.739475,0.87
26.0,-73.995491,40.744091,0.74
27.0,-74.005661,40.740486,0.17
28.0,-73.97094,40.751663,0.44
29.0,-73.977264,40.763863,0.28
30.0,-73.992317,40.744991,0.12
