customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.973839,40.764286,-73.998192,40.717808,2.879,16.0,0.697,9.0
2.0,-73.971878,40.765362,-73.982719,40.76178,1.222,4.0,0.505,2.7
3.0,-73.940193,40.793751,-73.984123,40.742634,4.734,12.0,1.196,12.2
4.0,-73.968201,40.755016,-73.991005,40.750664,2.412,7.0,0.48,17.4
5.0,-74.006256,40.705853,-73.963203,40.681793,4.476,19.0,0.813,14.6
6.0,-73.960243,40.80788,-74.001183,40.746696,4.548,15.0,0.512,3.0
7.0,-73.999962,40.730492,-73.941467,40.851547,6.848,26.0,1.023,12.6
8.0,-73.993324,40.747467,-73.935776,40.760971,5.881,18.0,1.005,4.7
9.0,-73.964668,40.760208,-74.010338,40.701946,4.96,9.0,0.479,5.1
10.0,-73.927612,40.806957,-73.940819,40.806728,1.454,3.0,0.764,11.3
11.0,-73.997147,40.722359,-73.992516,40.754288,1.129,11.0,0.619,18.0
12.0,-73.7892,40.641861,-74.004463,40.730556,21.715,31.0,1.147,17.1
13.0,-73.961456,40.716358,-73.940445,40.695286,2.31,13.0,0.632,10.1
14.0,-74.000969,40.729561,-73.956444,40.781258,4.794,19.0,0.471,3.2
15.0,-74.008224,40.704418,-73.897301,40.725262,11.199,19.0,1.07,10.9
16.0,-73.976501,40.750847,-73.974548,40.732761,0.672,8.05,0.341,16.0
17.0,-73.988029,40.72813,-73.985771,40.743752,0.623,7.583333333333333,0.9,16.5
18.0,-73.996216,40.753559,-73.987091,40.729305,1.265,10.366666666666667,0.726,15.9
19.0,-74.001045,40.725945,-74.004913,40.708542,0.752,9.8,0.714,7.3
20.0,-73.984047,40.737705,-74.001152,40.739296,1.842,5.783333333333333,0.312,10.5
21.0,-73.971916,40.757183,-73.915108,40.772141,5.81,17.933333333333334,0.787,2.0
22.0,-74.005432,40.732426,-73.99733,40.722282,0.992,7.45,0.991,7.7
23.0,-73.976341,40.781063,-73.987724,40.748348,1.585,12.3,0.628,13.3
24.0,-74.002869,40.733631,-73.951279,40.669807,5.567,19.466666666666665,0.854,12.4
25.0,-74.00457,40.742069,-73.989311,40.718788,1.787,17.916666666666668,0.43,2.9
26.0,-73.993401,40.745014,-73.98703,40.757874,0.864,6.333333333333333,0.808,19.8
27.0,-73.974464,40.756882,-73.980461,40.748562,0.778,2.3666666666666667,1.15,8.5
28.0,-74.009178,40.713375,-73.982033,40.741764,2.952,11.55,0.62,13.2
29.0,-74.003738,40.742081,-73.996971,40.720345,1.038,7.433333333333334,0.638,10.0
30.0,-73.935539,40.752254,-73.941452,40.810268,1.842,18.716666666666665,0.441,8.1
31.0,-73.992599,40.689777,-73.922684,40.699673,7.106,27.916666666666668,0.462,4.2
32.0,-73.97715,40.784775,-73.839363,40.675632,14.187,30.1,0.549,10.9
33.0,-73.782204,40.644676,-73.983276,40.664886,20.17,33.15,0.56,13.9
34.0,-73.99836,40.740509,-74.00647,40.744507,0.953,4.183333333333334,1.106,5.1
35.0,-74.015915,40.711224,-74.007751,40.732136,1.133,5.683333333333334,1.038,8.6
36.0,-73.998138,40.72274,-73.979111,40.69315,2.2,14.25,0.397,1.2
37.0,-73.991425,40.727047,-73.951439,40.774399,4.328,12.216666666666667,0.887,17.8
38.0,-73.976578,40.755127,-73.997047,40.742313,2.207,7.666666666666667,1.125,3.6
39.0,-73.983871,40.742496,-73.947746,40.772999,3.832,10.783333333333333,0.302,18.2
40.0,-73.998528,40.751205,-74.001564,40.739426,0.581,3.8833333333333333,0.316,13.7
41.0,-73.949921,40.785503,-73.991501,40.724594,4.605,13.566666666666666,0.785,16.6
42.0,-73.991776,40.724686,-73.994827,40.745354,0.782,9.366666666666667,1.053,12.5
43.0,-73.982376,40.768791,-73.987221,40.768658,0.621,3.4166666666666665,1.12,4.8
44.0,-74.007736,40.715111,-73.987175,40.718094,2.187,8.383333333333333,0.773,5.6
45.0,-73.992294,40.68409,-73.952522,40.77359,4.801,21.4,0.457,14.4
46.0,-74.005669,40.741825,-73.962677,40.76368,4.462,17.833333333333332,0.615,8.3
47.0,-73.970787,40.755981,-73.945633,40.79047,2.817,7.25,0.339,19.7
48.0,-73.994095,40.751247,-73.910324,40.860264,9.004,21.7,0.652,4.2
