customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-74.003838,40.729553,-73.985123,40.720863,2.017,9.0,0.71,8.3
2.0,-73.985115,40.728363,-74.006752,40.735729,2.302,8.0,0.641,18.3
3.0,-73.984642,40.754269,-73.952721,40.734867,3.362,12.0,0.882,2.7
4.0,-73.991997,40.684429,-74.025757,40.621986,3.912,15.0,1.001,9.3
5.0,-73.967194,40.756821,-73.964394,40.717808,1.247,16.0,0.979,14.7
6.0,-73.980751,40.73394,-73.956673,40.766891,2.702,7.0,0.396,6.6
7.0,-73.988449,40.747307,-73.989059,40.774261,0.881,12.0,0.588,1.5
8.0,-73.990494,40.761349,-73.948456,40.730755,4.408,21.0,1.063,18.2
9.0,-73.98568,40.727146,-74.00145,40.737236,1.733,9.0,0.552,9.5
10.0,-73.979637,40.72718,-73.997414,40.733601,1.917,7.0,1.063,18.9
11.0,-73.990196,40.731968,-73.988663,40.751057,0.684,14.0,0.886,16.9
12.0,-73.998711,40.729774,-73.978256,40.751232,2.259,23.0,1.018,9.6
13.0,-73.985191,40.73246,-73.978432,40.745968,0.907,10.0,0.894,16.3
14.0,-73.983284,40.741451,-74.005287,40.740341,2.33,9.0,0.44,15.3
15.0,-73.863945,40.769974,-73.978622,40.623466,12.252,26.0,0.426,18.9
16.0,-73.98156,40.768593,-73.953148,40.771713,2.969,8.0,0.695,2.8
17.0,-73.783257,40.648563,-73.794724,40.667767,1.399,9.0,0.726,18.6
18.0,-73.999649,40.728313,-73.993462,40.721603,0.781,16.0,0.442,18.5
19.0,-74.006592,40.738789,-73.99321,40.752605,1.524,7.0,0.357,4.8
20.0,-73.958656,40.781479,-73.959679,40.808662,0.893,9.0,0.799,5.0
21.0,-73.960297,40.715321,-73.948563,40.717209,1.308,8.0,0.225,19.7
22.0,-74.00238,40.730156,-73.979729,40.71553,2.429,9.0,0.565,8.2
23.0,-73.994232,40.740894,-73.974922,40.729885,2.085,11.0,1.137,5.9
24.0,-73.971359,40.757778,-73.971756,40.679272,2.297,31.0,1.113,3.9
25.0,-73.992363,40.737831,-74.008972,40.710617,1.953,11.0,0.715,16.7
26.0,-73.984917,40.687016,-73.999619,40.733505,2.081,16.0,1.074,4.2
27.0,-74.005577,40.740566,-73.950577,40.800701,5.859,22.0,1.041,8.8
28.0,-73.957001,40.774906,-73.907516,40.884239,5.915,19.0,0.519,15.2
29.0,-73.979553,40.727325,-74.002258,40.733109,2.405,9.0,0.929,15.5
30.0,-74.001518,40.722755,-74.006462,40.732807,0.703,5.0,0.207,14.4
31.0,-73.992538,40.749195,-73.983994,40.74324,1.005,4.0,0.936,17.5
32.0,-73.958435,40.781174,-73.96669,40.804092,1.174,7.0,0.963,15.2
33.0,-73.984222,40.718784,-73.95713,40.688496,2.962,16.0,0.273,13.1
34.0,-73.996109,40.753628,-73.985626,40.773331,1.314,7.0,0.278,16.4
35.0,-73.982445,40.761936,-73.989311,40.748623,0.914,8.0,0.94,16.9
36.0,-73.963905,40.776695,-73.982643,40.771603,2.01,4.133333333333334,0.252,12.3
37.0,-73.987015,40.720615,-73.975937,40.740334,1.367,7.0,0.866,17.1
38.0,-73.978401,40.745342,-73.911789,40.776852,6.828,18.0,0.957,2.4
39.0,-73.959969,40.773514,-73.969704,40.75732,1.205,5.0,0.907,4.0
40.0,-73.982101,40.770298,-73.959526,40.763569,2.394,8.0,0.575,14.8
41.0,-73.993584,40.721241,-73.966492,40.759834,3.037,14.0,0.326,8.0
42.0,-73.995216,40.754551,-73.950478,40.775745,4.631,15.0,0.46,13.8
43.0,-73.982689,40.771595,-73.977364,40.668285,3.027,37.0,0.682,18.6
44.0,-73.954231,40.764107,-73.974815,40.787655,2.288,12.0,0.402,1.7
45.0,-73.993484,40.726406,-73.986832,40.759338,1.259,19.0,0.307,1.9
46.0,-74.001335,40.741432,-73.952942,40.7803,5.074,15.0,0.758,16.9
