taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.973495,40.755013,0.54
2.0,-73.987465,40.765564,0.48
3.0,-73.987679,40.721581,0.52
4.0,-73.999268,40.728279,0.89
5.0,-74.004097,40.723938,0.26
6.0,-73.992775,40.744595,0.58
7.0,-73.987953,40.736107,0.23
8.0,-73.971802,40.763203,0.48
9.0,-73.987885,40.719917,0.54
10.0,-74.005058,40.728668,0.51
11.0,-73.951714,40.714947,0.68
12.0,-73.784775,40.645905,0.24
13.0,-73.988876,40.763554,0.55
14.0,-73.987206,40.756351,0.98
15.0,-73.998703,40.739845,0.61
16.0,-73.996338,40.661987,0.24
17.0,-74.006317,40.719219,0.79
18.0,-73.976982,40.746563,0.5
19.0,-73.993568,40.741718,0.19
20.0,-73.974136,40.754261,0.99
21.0,-74.003433,40.743629,0.5
22.0,-73.970825,40.761765,0.9
23.0,0.0,0.0,0.47
24.0,-73.988953,40.721668,0.26
25.0,-73.978165,40.745605,0.69
26.0,-74.007797,40.741089,0.1
27.0,-74.005318,40.740536,0.4
28.0,-73.966103,40.773701,0.51
29.0,-74.000107,40.735085,0.2
30.0,-73.966026,40.762173,0.73
31.0,-73.977058,40.764294,0.35
32.0,-73.972069,40.76289,0.16
33.0,-74.005508,40.74073,0.52
34.0,-73.991722,40.718338,0.86
