taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.994202,40.721169,0.64
2.0,-73.999374,40.728458,0.86
3.0,-73.987122,40.720589,0.92
4.0,-73.982956,40.738895,0.27
5.0,-73.977036,40.747356,0.63
6.0,-73.986031,40.730923,0.98
7.0,-73.988724,40.722305,0.99
8.0,0.0,0.0,0.72
9.0,-73.985321,40.747486,0.7
10.0,-74.007439,40.726688,0.48
11.0,-73.985664,40.719105,0.5
12.0,-74.001678,40.735706,0.51
13.0,-74.012856,40.71653,0.52
14.0,-73.940109,40.793919,0.33
15.0,-73.995407,40.739101,0.47
16.0,-73.988258,40.723518,0.99
17.0,-73.981522,40.764961,0.27
18.0,-73.992867,40.74131,0.24
19.0,-74.008621,40.740631,0.65
20.0,-73.968224,40.758984,0.17
21.0,-74.003014,40.723343,0.8
22.0,-73.977585,40.784126,0.65
23.0,-73.978188,40.761555,0.76
24.0,-73.994179,40.751118,0.98
25.0,-74.004524,40.70747,0.79
26.0,-73.991135,40.733864,0.62
27.0,-73.971138,40.751163,0.44
28.0,-73.984901,40.742161,0.97
29.0,-73.971489,40.7626,0.49
30.0,-73.979073,40.74527,0.92
31.0,-73.999405,40.718716,0.45
32.0,-74.007446,40.743168,0.37
33.0,-73.983795,40.74894,0.72
34.0,-73.977409,40.752007,0.17
