taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.979759,40.755035,0.32
2.0,-73.989021,40.736546,0.8
3.0,-73.981163,40.741451,0.36
4.0,-73.786797,40.641727,0.36
5.0,-73.996742,40.737362,0.79
6.0,-73.948807,40.785698,0.26
7.0,-73.983765,40.757408,0.12
8.0,-73.964401,40.807419,0.32
9.0,-74.005196,40.719742,0.79
10.0,-73.937302,40.758057,0.53
11.0,-74.008896,40.716911,0.73
12.0,-73.972076,40.756283,0.8
13.0,-73.95874,40.780838,0.65
14.0,-73.993362,40.752247,0.68
15.0,-73.987984,40.746037,0.84
16.0,-73.9935,40.751637,0.43
17.0,-73.950699,40.800659,0.12
18.0,-73.96106,40.718925,0.63
19.0,-73.98703,40.729378,0.38
20.0,-73.996429,40.743256,0.64
21.0,-73.974121,40.754311,0.47
22.0,-74.009377,40.70454,0.86
23.0,-73.999222,40.754566,0.21
24.0,-74.003876,40.725655,0.86
25.0,-73.987755,40.73241,0.36
26.0,-73.978348,40.745518,0.62
27.0,-73.999107,40.72007,0.69
28.0,-73.956291,40.772221,0.38
29.0,-73.980965,40.770878,0.41
30.0,-73.986168,40.743557,0.97
31.0,-73.958107,40.769428,0.93
32.0,-73.993629,40.718216,0.18
33.0,-73.993637,40.721237,0.24
34.0,-74.00679,40.730442,0.55
