taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.971649,40.760288,0.96
2.0,-73.983391,40.756924,0.91
3.0,-74.002541,40.750042,0.51
4.0,-73.986481,40.739758,0.77
5.0,-73.955368,40.768806,0.71
6.0,-73.952286,40.783997,0.75
7.0,-73.954277,40.778595,0.79
8.0,-73.9823,40.731628,0.82
9.0,-73.991867,40.725883,0.74
10.0,-73.924835,40.768906,0.1
11.0,-73.99173,40.726173,0.46
12.0,-73.992523,40.75272,0.57
13.0,-73.985252,40.759281,0.8
14.0,-73.984169,40.737408,0.84
15.0,-73.978539,40.744946,0.36
16.0,-73.988754,40.729057,0.65
17.0,-73.964523,40.75927,0.39
18.0,-73.976204,40.751293,0.98
19.0,-73.980034,40.765411,0.81
20.0,-73.986198,40.722111,0.41
21.0,-74.005798,40.740322,0.18
22.0,-73.989037,40.735058,0.26
23.0,-73.981544,40.724552,0.3
24.0,-73.99778,40.756481,0.68
25.0,-73.994133,40.735603,0.22
26.0,-73.987427,40.756161,0.46
27.0,-73.980942,40.753696,0.59
28.0,-73.967506,40.756321,0.35
29.0,-73.994576,40.75058,0.97
30.0,-73.915413,40.743286,0.58
31.0,-73.791122,40.645592,0.99
32.0,-73.964851,40.806835,0.24
33.0,-73.996124,40.753544,0.29
34.0,-73.950241,40.779591,0.84
