taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.981041,40.744331,0.43
2.0,-74.004112,40.725082,0.79
3.0,-73.983551,40.716888,0.55
4.0,-73.996132,40.753422,0.45
5.0,-73.991585,40.722286,0.36
6.0,-74.002625,40.744678,0.98
7.0,-73.990227,40.751705,0.13
8.0,-73.999771,40.738392,0.27
9.0,-73.936508,40.697617,0.7
10.0,-73.990128,40.740791,0.42
11.0,-73.988739,40.718845,0.21
12.0,-74.008141,40.707909,0.44
13.0,-73.994446,40.72797,0.81
14.0,-74.001137,40.71883,0.64
15.0,-73.977547,40.784164,0.23
16.0,-73.958969,40.777679,0.1
17.0,-73.964851,40.689831,0.25
18.0,-73.976189,40.760136,0.81
19.0,-73.95591,40.763844,0.93
20.0,-73.974854,40.753223,0.94
21.0,-73.976486,40.785645,0.77
22.0,-73.958061,40.718052,0.28
23.0,-73.962074,40.763733,0.21
24.0,-73.991959,40.725651,0.74
25.0,-73.954056,40.764103,0.65
26.0,-73.998314,40.745514,0.44
27.0,-73.994453,40.741982,1.0
28.0,-73.991478,40.760063,0.94
29.0,-74.009094,40.705173,0.6
30.0,-73.99028,40.756065,0.73
31.0,-73.957977,40.789768,0.82
32.0,-73.981079,40.759377,0.33
33.0,-73.785553,40.64949,0.57
34.0,-73.977348,40.683811,0.15
