taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.971428,40.675827,0.65
2.0,-74.008118,40.737946,0.84
3.0,-73.985504,40.755749,0.17
4.0,-73.985718,40.743561,0.65
5.0,-73.994751,40.721344,0.18
6.0,-73.990433,40.717819,0.3
7.0,-73.972618,40.785885,0.48
8.0,-73.98188,40.76852,0.7
9.0,-73.983627,40.760582,0.31
10.0,-73.985909,40.761627,0.24
11.0,-73.986153,40.762386,0.54
12.0,-73.983963,40.729561,0.25
13.0,-74.003807,40.72237,0.54
14.0,-73.982353,40.762661,0.33
15.0,-73.984665,40.764454,0.44
16.0,-73.971336,40.765305,0.99
17.0,-73.980377,40.721558,0.64
18.0,-73.999016,40.720417,0.13
19.0,-73.988754,40.745182,0.57
20.0,-74.000908,40.736568,0.59
21.0,-73.789734,40.647022,0.54
22.0,-74.007164,40.741711,0.86
23.0,-73.972885,40.756077,0.61
24.0,-73.986595,40.739902,0.87
25.0,-73.991669,40.720871,0.9
26.0,-73.992928,40.724236,0.95
27.0,-73.95784,40.769108,0.42
28.0,-73.952278,40.772484,0.17
29.0,-73.964546,40.714123,0.98
30.0,-73.990776,40.745537,0.39
