customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.994827,40.721142,-74.008087,40.738163,1.539,11.0,0.561,9.8
2.0,-73.957191,40.710186,-74.008179,40.712784,5.216,9.0,0.772,7.6
3.0,-73.989845,40.738869,-73.978683,40.683914,2.013,24.0,0.471,4.3
4.0,-73.995995,40.700012,-73.984055,40.769772,2.393,18.0,0.581,16.4
5.0,-73.982346,40.771484,-73.992302,40.68972,2.593,29.0,0.484,18.1
6.0,-73.995857,40.754059,-74.004784,40.717121,1.487,19.0,0.82,10.5
7.0,-73.993011,40.735729,-74.00325,40.717815,1.27,7.0,0.974,3.7
8.0,-74.001587,40.730824,-74.01371,40.714222,1.429,8.0,0.526,5.8
9.0,-74.010956,40.7089,-74.030777,40.638241,2.904,23.0,0.387,15.1
10.0,-73.994301,40.756203,-73.977348,40.733864,1.935,10.0,0.878,7.9
11.0,-73.94976,40.780567,-73.961075,40.764103,1.353,3.0,0.376,15.3
12.0,-73.988022,40.74509,-73.981636,40.742317,0.779,3.0,0.875,19.5
13.0,-73.968124,40.755623,-73.950699,40.777462,1.975,5.0,0.352,8.2
14.0,-74.002518,40.734238,-73.993828,40.741341,1.025,5.0,0.89,11.4
15.0,-73.987694,40.738415,-73.981529,40.774467,1.304,13.0,0.736,10.9
16.0,-73.986732,40.733849,-73.990349,40.746304,0.635,12.0,1.161,17.5
17.0,-73.979919,40.759392,-73.987579,40.724476,1.364,16.0,0.478,11.4
18.0,-73.982231,40.771881,-73.93605,40.749863,4.777,23.0,1.014,15.9
19.0,-74.000038,40.718201,-73.934608,40.668922,6.794,14.0,0.287,10.7
20.0,-73.987213,40.737389,-73.966805,40.757523,2.245,9.0,0.559,13.0
21.0,-73.994392,40.750824,-73.988823,40.719036,1.173,20.0,1.073,18.8
22.0,-73.986511,40.747822,-73.999763,40.753658,1.468,7.0,0.253,6.2
23.0,-73.864319,40.770302,-73.936661,40.83007,7.529,31.0,0.757,16.8
24.0,-73.789986,40.647266,-74.008987,40.710983,22.018,30.0,0.723,9.5
25.0,-73.989693,40.738548,-73.999535,40.692177,1.745,18.0,0.941,3.0
26.0,-74.004333,40.7075,-73.930702,40.701248,7.473,17.0,0.6,2.5
27.0,-73.967255,40.762642,-74.012672,40.718758,4.819,19.0,1.127,9.8
28.0,-73.99411,40.719856,-73.9487,40.711174,4.667,8.0,0.773,5.9
29.0,-73.991501,40.726936,-73.994537,40.745377,0.728,10.0,1.14,14.7
30.0,-74.005058,40.719116,-73.998985,40.726341,0.775,4.0,0.24,4.5
31.0,-73.994118,40.751266,-73.981926,40.747353,1.357,7.0,0.601,3.9
32.0,-73.989449,40.723026,-73.978241,40.726967,1.26,5.0,0.724,19.8
33.0,-73.976097,40.759804,-73.943832,40.784424,3.422,9.0,1.057,1.1
34.0,-73.972389,40.745235,-73.967613,40.751972,0.649,2.0,1.056,11.8
35.0,-73.995201,40.754761,-73.979439,40.739929,1.76,11.0,1.165,4.7
36.0,-73.997871,40.724201,-73.958267,40.721527,4.083,17.0,1.083,7.1
37.0,-73.985313,40.723759,-74.005035,40.715691,2.115,8.0,1.105,17.6
38.0,-73.999496,40.719452,-73.957253,40.717556,4.345,13.0,0.83,11.7
39.0,-73.992195,40.754921,-73.982437,40.77039,1.199,6.0,1.06,15.2
40.0,-73.980247,40.775562,-73.983757,40.780823,0.517,5.0,1.0,5.4
41.0,-73.984993,40.760307,-74.003479,40.748306,2.008,9.0,0.268,1.4
42.0,-74.002602,40.739468,-73.989395,40.757618,1.545,6.0,0.316,10.2
43.0,-73.990334,40.751274,-73.978226,40.742523,1.368,7.0,0.398,18.7
44.0,-73.993568,40.721256,-73.978271,40.761967,2.028,11.0,1.187,12.5
45.0,-73.99791,40.74509,-74.014885,40.709896,2.085,11.0,1.154,11.6
46.0,-73.96077,40.773972,-73.996414,40.76263,3.702,6.0,0.363,4.9
47.0,-73.983429,40.766327,-73.95092,40.821686,3.716,16.733333333333334,0.892,14.7
48.0,-73.972237,40.753819,-74.000648,40.72578,3.071,12.0,1.084,1.1
