customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.978363,40.777988,-73.982437,40.771862,0.578,2.783333333333333,0.967,9.0
2.0,-74.007439,40.715546,-73.968338,40.637444,4.584,21.466666666666665,1.102,13.6
3.0,-73.986031,40.755169,-73.950096,40.778244,3.773,11.383333333333333,0.861,4.8
4.0,-73.967659,40.803158,-73.987587,40.765575,2.376,12.283333333333333,0.417,13.4
5.0,-73.992142,40.729023,-73.951355,40.769993,4.353,11.083333333333334,1.127,6.0
6.0,-73.970039,40.763943,-73.996902,40.756237,2.822,10.733333333333333,0.365,14.2
7.0,-73.977776,40.753284,-73.956429,40.768093,2.303,6.916666666666667,0.423,9.6
8.0,-73.975349,40.752232,-73.961464,40.675228,2.667,26.566666666666666,0.528,7.4
9.0,-74.002686,40.733494,-73.946846,40.725094,5.704,19.5,0.28,5.9
10.0,-73.959938,40.773674,-73.96637,40.764816,0.824,1.7833333333333334,0.532,17.6
11.0,-73.985664,40.757477,-73.982269,40.731174,0.936,8.933333333333334,0.759,2.6
12.0,-74.003365,40.732796,-73.974274,40.750854,3.077,8.866666666666667,0.487,7.3
13.0,-73.999496,40.728512,-73.952957,40.776775,4.959,15.6,0.741,13.8
14.0,-73.953827,40.770893,-73.966431,40.803425,1.68,11.683333333333334,0.684,4.9
15.0,-74.009171,40.715427,-73.994743,40.749454,1.852,9.816666666666666,0.952,2.5
16.0,-73.98291,40.739136,-73.926697,40.741646,5.737,12.983333333333333,0.752,9.2
17.0,-73.995163,40.749813,-73.985245,40.745502,1.133,4.883333333333334,0.912,2.8
18.0,-73.971451,40.78231,-73.938065,40.797112,3.488,11.383333333333333,1.082,7.0
19.0,-73.989632,40.739525,-73.982971,40.693558,1.565,17.483333333333334,1.164,5.4
20.0,-73.988686,40.722252,-73.949615,40.794628,4.509,17.966666666666665,0.573,9.9
21.0,-73.982567,40.763306,-73.993828,40.721336,1.747,27.883333333333333,0.351,17.0
22.0,-73.991348,40.749931,-73.977837,40.773491,1.631,7.25,1.124,5.4
23.0,-74.004372,40.728523,-73.994583,40.722195,1.128,7.0,0.958,7.4
24.0,-74.000626,40.72739,-73.98024,40.780449,2.637,17.166666666666668,0.243,4.9
25.0,-73.993019,40.741508,-73.988403,40.737206,0.613,3.7333333333333334,0.996,4.0
26.0,-73.979935,40.760006,-73.998367,40.743713,2.028,8.183333333333334,0.6,6.5
27.0,-74.004707,40.742119,-73.980858,40.748253,2.519,10.1,1.14,9.1
28.0,-73.993195,40.747292,-73.707466,40.735031,28.594,27.716666666666665,0.4,9.2
29.0,-73.987762,40.744022,-73.992798,40.7323,0.734,4.416666666666667,0.667,11.7
30.0,-73.979568,40.781219,-74.000587,40.74736,2.429,10.416666666666666,0.588,4.9
31.0,-74.001442,40.736122,-74.006416,40.713966,0.923,4.666666666666667,0.881,11.9
32.0,-74.000168,40.730587,-73.959221,40.780399,4.44,18.116666666666667,0.709,15.6
33.0,-74.002426,40.750179,-73.988602,40.746223,1.519,11.966666666666667,0.697,17.5
34.0,-73.990456,40.74818,-73.981995,40.766262,1.116,10.883333333333333,0.316,7.2
35.0,-74.008209,40.737411,-73.985107,40.702362,2.632,21.266666666666666,0.454,13.7
36.0,-73.992981,40.729942,-74.0159,40.715088,2.457,7.883333333333334,0.504,13.7
37.0,-73.987076,40.719692,-73.972458,40.690853,1.796,26.8,0.494,4.6
38.0,-74.008339,40.716698,-73.993065,40.75856,2.045,15.8,0.899,20.0
39.0,-74.005249,40.709229,-73.925621,40.761673,8.198,22.55,0.399,10.7
40.0,-73.967117,40.756744,-73.831017,40.716141,13.738,21.4,0.312,14.0
41.0,-73.981445,40.7584,-73.974365,40.792473,1.311,8.65,0.597,2.8
42.0,-74.002831,40.733673,-73.988403,40.724144,1.599,8.433333333333334,0.72,13.8
43.0,-73.937813,40.803837,-73.941483,40.796013,0.563,2.9166666666666665,0.734,14.5
44.0,-73.98687,40.740978,-73.951584,40.597206,5.428,32.28333333333333,0.735,17.9
45.0,-73.920303,40.705036,-73.877777,40.712914,4.379,9.75,0.793,11.6
46.0,-73.997902,40.727661,-73.993805,40.727253,0.546,2.3333333333333335,1.024,9.5
47.0,-73.962402,40.767227,-73.967361,40.798126,1.121,8.433333333333334,0.616,11.8
