taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.003403,40.732773,0.34
2.0,-73.982025,40.772266,0.19
3.0,-73.998383,40.724609,0.61
4.0,-73.919525,40.743492,0.9
5.0,-73.984085,40.754799,0.94
6.0,-74.003433,40.742538,0.73
7.0,-74.000877,40.7295,0.19
8.0,-74.005432,40.736984,0.96
9.0,-73.973618,40.763699,0.99
10.0,-74.007233,40.734028,0.98
11.0,-73.999191,40.734306,0.62
12.0,-74.000847,40.729729,0.67
13.0,-74.006248,40.733604,0.71
14.0,-73.988098,40.764576,0.29
15.0,-73.98204,40.764793,0.98
16.0,-74.009079,40.716942,0.39
17.0,-73.983009,40.758347,0.52
18.0,-73.997803,40.713638,0.25
19.0,-73.991936,40.727341,0.39
20.0,-73.986626,40.722267,0.11
21.0,-73.993759,40.727417,0.64
22.0,-73.988029,40.748699,0.44
23.0,0.0,0.0,0.15
24.0,-73.987045,40.729382,0.48
25.0,-73.993484,40.729519,0.84
26.0,-73.952423,40.824005,0.41
27.0,-73.979904,40.76091,0.87
28.0,-73.970581,40.755688,0.3
29.0,-73.993675,40.751854,0.13
30.0,-73.973167,40.75256,0.54
