taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.005478,40.739342,0.57
2.0,-73.99353,40.751839,0.43
3.0,-73.993835,40.727402,0.45
4.0,-73.989326,40.742962,0.48
5.0,-73.996613,40.732433,0.3
6.0,-73.959824,40.773739,0.3
7.0,-73.98642,40.747826,0.96
8.0,-74.006897,40.730331,0.97
9.0,-74.012962,40.707935,0.82
10.0,-73.998734,40.739853,0.81
11.0,-73.995735,40.749153,0.52
12.0,-73.993294,40.752232,0.25
13.0,-73.991364,40.749996,0.22
14.0,-73.992935,40.752342,0.78
15.0,-73.981201,40.759449,0.41
16.0,-73.980392,40.748276,0.26
17.0,-73.998306,40.745354,0.25
18.0,-73.975357,40.749908,0.95
19.0,-73.944229,40.714592,0.57
20.0,-73.996643,40.725506,0.42
21.0,-73.993294,40.74139,0.34
22.0,-73.993393,40.720226,0.94
23.0,-74.002899,40.607571,0.72
24.0,-73.985214,40.768833,0.61
25.0,-74.001022,40.730904,0.85
26.0,-73.989456,40.735813,0.58
27.0,-74.00634,40.743866,0.39
28.0,-73.967361,40.756371,0.12
29.0,-73.999741,40.76162,0.88
30.0,-73.994179,40.730152,0.85
31.0,-74.004005,40.723911,0.49
32.0,-73.985519,40.759724,0.89
33.0,-73.965271,40.774857,0.13
34.0,-73.975983,40.744659,0.78
