taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.971001,40.759457,0.46
2.0,-74.001938,40.732697,0.48
3.0,-73.970253,40.797146,0.32
4.0,-73.987572,40.770294,0.14
5.0,-74.007278,40.705303,0.17
6.0,-73.979446,40.734909,0.95
7.0,-73.987198,40.720505,0.79
8.0,-73.999229,40.717422,0.16
9.0,-73.960617,40.818172,0.5
10.0,-74.003189,40.734215,0.33
11.0,-73.97789,40.763638,0.56
12.0,-73.991982,40.726467,0.72
13.0,-73.962074,40.716,0.71
14.0,-73.991379,40.751755,0.28
15.0,-74.000916,40.720425,0.42
16.0,-74.002502,40.718742,0.4
17.0,-73.983681,40.77364,0.6
18.0,-73.94294,40.740028,0.69
19.0,-74.004196,40.752613,0.46
20.0,-73.962112,40.770515,0.97
21.0,-73.99308,40.719837,0.63
22.0,-73.989189,40.741787,0.85
23.0,0.0,0.0,0.84
24.0,-73.993149,40.752102,0.62
25.0,-73.790436,40.646759,0.33
26.0,-73.993416,40.753834,0.74
27.0,-73.974739,40.753418,0.32
28.0,-73.992119,40.725838,0.49
29.0,-73.995834,40.753071,0.56
30.0,-73.97451,40.759102,0.81
31.0,-73.983749,40.746357,0.95
32.0,-74.004967,40.73394,0.17
33.0,-73.993637,40.720325,0.59
34.0,-73.988533,40.758804,0.69
