taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.993874,40.720535,0.46
2.0,-73.950462,40.771343,0.6
3.0,-73.945801,40.807251,0.65
4.0,-74.007362,40.743286,0.61
5.0,-73.994141,40.728802,0.46
6.0,-74.007408,40.740986,0.83
7.0,-73.977341,40.784679,0.8
8.0,-73.9739,40.74321,0.97
9.0,-73.980911,40.744987,0.57
10.0,-73.966362,40.71191,0.5
11.0,-73.975639,40.748985,0.41
12.0,-74.008652,40.714241,0.15
13.0,-73.974403,40.759869,0.53
14.0,-73.972786,40.753056,0.72
15.0,-73.981377,40.749722,0.44
16.0,-73.986122,40.767525,0.1
17.0,-74.00145,40.739372,0.82
18.0,-73.985718,40.743942,0.75
19.0,-73.990524,40.71756,0.79
20.0,-73.983154,40.76088,0.3
21.0,-73.97937,40.747227,0.94
22.0,-73.985229,40.760262,0.51
23.0,-73.985023,40.73225,0.7
24.0,-73.977654,40.784187,0.72
25.0,-74.013405,40.715443,0.41
26.0,-73.952385,40.777145,0.34
27.0,-74.002335,40.726631,0.17
28.0,-73.990059,40.731983,0.41
29.0,-73.983047,40.73056,0.98
30.0,-73.776627,40.645313,0.54
