taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.007607,40.741024,1.0
2.0,-73.983391,40.750622,0.72
3.0,-73.992737,40.73402,0.58
4.0,-73.983971,40.76516,0.23
5.0,-74.000923,40.730907,0.34
6.0,-74.003593,40.722477,0.76
7.0,-73.965523,40.806034,0.12
8.0,-73.982529,40.760281,0.57
9.0,-73.981026,40.744423,0.13
10.0,-73.996162,40.75351,0.95
11.0,-74.008064,40.714756,0.68
12.0,-73.990662,40.757313,0.22
13.0,-73.953278,40.767555,0.45
14.0,-73.986496,40.730373,0.94
15.0,-74.004303,40.707787,0.99
16.0,-73.982109,40.763264,0.72
17.0,-73.967781,40.760521,0.47
18.0,-73.966682,40.686638,0.46
19.0,-74.005074,40.719128,0.83
20.0,-74.005951,40.740108,0.15
21.0,-73.961128,40.718895,0.95
22.0,-74.002007,40.72287,0.99
23.0,-73.999817,40.738487,0.64
24.0,-73.958412,40.781425,0.69
25.0,-73.973785,40.762909,0.35
26.0,-73.984673,40.729015,0.11
27.0,-73.981499,40.762962,0.59
28.0,-73.995331,40.733578,0.53
29.0,-74.005051,40.708412,0.19
30.0,-73.972984,40.756321,0.86
31.0,-73.960564,40.761497,0.98
32.0,-73.994522,40.740509,0.57
33.0,-73.994415,40.741337,0.87
34.0,-73.981438,40.741425,0.52
