taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.985222,40.747379,0.33
2.0,-73.990845,40.775208,0.38
3.0,-73.971046,40.751583,0.29
4.0,-73.957436,40.801693,0.64
5.0,-73.951263,40.712116,0.45
6.0,-73.990868,40.736473,0.9
7.0,-73.989159,40.76033,0.55
8.0,-74.000175,40.737961,0.75
9.0,-74.000061,40.728661,0.29
10.0,-73.952148,40.772881,0.54
11.0,-73.985275,40.747597,0.72
12.0,-74.007675,40.708012,0.64
13.0,-73.985359,40.741573,0.98
14.0,-73.959419,40.711514,0.36
15.0,-73.974388,40.753635,0.65
16.0,-73.99276,40.719833,0.4
17.0,-73.980232,40.76033,0.51
18.0,-73.992165,40.725311,0.66
19.0,-73.993324,40.752178,0.31
20.0,-73.992073,40.731251,0.56
21.0,-73.979347,40.752514,0.85
22.0,-74.00135,40.726093,0.79
23.0,-73.985374,40.763866,0.26
24.0,-74.005653,40.740574,0.71
25.0,-73.970978,40.759068,0.44
26.0,-73.98539,40.753643,0.61
27.0,-73.988632,40.721485,0.84
28.0,-73.94902,40.773331,0.72
29.0,-73.9925,40.719753,0.83
30.0,-73.95771,40.769592,0.78
