taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.877403,40.736885,0.39
2.0,-73.982018,40.762848,0.66
3.0,-73.995773,40.725121,0.33
4.0,-73.990189,40.737007,0.59
5.0,-73.997246,40.721573,0.23
6.0,-73.99395,40.751343,0.84
7.0,-74.000664,40.730831,0.48
8.0,-74.00135,40.741268,0.91
9.0,-73.992813,40.758358,0.29
10.0,-73.985733,40.763882,0.78
11.0,-73.988716,40.756805,0.39
12.0,-73.988358,40.738331,0.18
13.0,-74.006912,40.735641,0.61
14.0,-74.007416,40.743446,0.19
15.0,-73.990311,40.740463,0.19
16.0,-74.002937,40.733471,0.98
17.0,-74.009087,40.716125,0.84
18.0,-73.956467,40.716972,0.72
19.0,-73.991341,40.75021,0.12
20.0,-73.988678,40.731113,0.67
21.0,-73.996193,40.753422,0.97
22.0,-73.983505,40.760605,0.97
23.0,-73.989822,40.7472,0.16
24.0,-73.995338,40.717327,0.16
25.0,-73.997131,40.747059,0.47
26.0,-73.99884,40.720322,0.3
27.0,-74.008804,40.719231,0.41
28.0,-73.985107,40.742008,0.58
29.0,-74.005463,40.738655,0.17
30.0,-73.97229,40.756344,0.94
31.0,-73.980766,40.727203,0.33
32.0,-73.94883,40.828617,0.62
33.0,-73.992004,40.725586,0.54
34.0,-74.005219,40.728649,0.68
