taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.990341,40.760792,0.82
2.0,-74.000832,40.736168,0.33
3.0,-74.002853,40.733704,0.54
4.0,-73.992226,40.753868,0.24
5.0,-73.988632,40.760086,0.98
6.0,-73.981743,40.762932,0.51
7.0,-73.993156,40.752148,0.57
8.0,-74.000572,40.731503,0.41
9.0,-73.98452,40.7024,0.62
10.0,-73.979637,40.751598,0.16
11.0,-73.971672,40.763058,0.44
12.0,-73.968338,40.755318,0.78
13.0,-74.006332,40.733219,1.0
14.0,-73.9823,40.75584,0.88
15.0,-73.939331,40.750027,0.85
16.0,-73.967575,40.760952,0.43
17.0,-73.988548,40.769001,0.75
18.0,-73.969887,40.761398,0.5
19.0,-73.966255,40.69009,0.85
20.0,-73.964111,40.756592,0.93
21.0,-73.98687,40.761215,0.84
22.0,-73.972847,40.764133,0.76
23.0,-74.00312,40.75061,0.19
24.0,-73.981827,40.746098,0.32
25.0,-73.988884,40.745403,0.59
26.0,-73.989304,40.730053,0.6
27.0,-73.989944,40.729527,0.36
28.0,-73.991058,40.760651,0.86
29.0,-73.978897,40.736252,0.61
30.0,-73.993073,40.748009,0.68
31.0,-74.004173,40.719646,0.99
32.0,-73.99353,40.719166,0.89
33.0,-73.988907,40.744682,0.35
34.0,-73.982491,40.782616,0.36
