taxi_id,taxi_longitude,taxi_latitude,soc
1.0,0.0,0.0,0.84
2.0,-73.990807,40.750931,0.71
3.0,-73.973228,40.721149,0.65
4.0,-73.963509,40.765816,0.42
5.0,-73.973373,40.752613,0.22
6.0,-73.99437,40.755878,0.98
7.0,-73.993675,40.727139,0.27
8.0,-73.951698,40.773739,1.0
9.0,-73.999779,40.734364,0.12
10.0,-73.973877,40.753475,0.59
11.0,-73.965012,40.717541,0.96
12.0,-73.953697,40.766991,0.94
13.0,-73.781097,40.645084,0.81
14.0,-73.973152,40.763882,0.89
15.0,-73.99102,40.755386,0.9
16.0,-73.993637,40.72113,0.97
17.0,-73.99958,40.733517,0.55
18.0,-73.991226,40.75544,0.26
19.0,0.0,0.0,0.43
20.0,-73.975395,40.749069,0.4
21.0,-74.003342,40.748737,0.57
22.0,-73.997284,40.714138,0.54
23.0,-73.972595,40.636074,0.28
24.0,-73.992798,40.683266,0.74
25.0,-73.987106,40.718876,0.19
26.0,-73.981491,40.761448,0.78
27.0,-73.990944,40.736053,0.21
28.0,-73.993736,40.73595,0.16
29.0,-74.003052,40.733082,0.82
30.0,-73.989296,40.740776,0.8
