taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.987495,40.732632,0.42
2.0,-73.990555,40.750954,0.11
3.0,-73.979195,40.776772,0.62
4.0,-74.006592,40.744259,0.44
5.0,-73.976715,40.788181,0.61
6.0,-73.963631,40.80125,0.48
7.0,-74.007584,40.725498,0.44
8.0,-73.983917,40.746483,0.18
9.0,-73.986786,40.761887,0.34
10.0,-73.972595,40.753197,0.4
11.0,-73.996063,40.753288,0.77
12.0,-74.002831,40.733711,0.47
13.0,-73.783455,40.648659,0.74
14.0,-73.958099,40.717476,0.13
15.0,-73.982239,40.768776,0.96
16.0,-73.987267,40.722424,0.34
17.0,-73.993294,40.747456,0.82
18.0,-73.976227,40.755787,0.16
19.0,-73.990196,40.750946,0.43
20.0,-73.991257,40.750175,0.97
21.0,-73.988205,40.727997,0.61
22.0,-73.985382,40.763073,0.93
23.0,-73.994629,40.750641,0.17
24.0,-74.003723,40.722321,0.86
25.0,-73.990471,40.718765,0.47
26.0,-73.996124,40.753544,0.68
27.0,-73.776711,40.6455,0.58
28.0,0.0,0.0,0.36
29.0,-73.985146,40.723846,0.2
30.0,-73.980789,40.729828,0.64
31.0,-73.98777,40.719341,0.49
32.0,-73.995667,40.726707,0.67
33.0,-73.995216,40.727428,0.81
34.0,-73.953049,40.775791,0.42
