taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.982872,40.738815,0.73
2.0,-73.982033,40.770454,0.61
3.0,-73.986221,40.722519,0.74
4.0,-73.956169,40.713894,0.51
5.0,-73.998375,40.764133,0.74
6.0,-73.965317,40.806137,0.87
7.0,-74.001495,40.719234,0.52
8.0,-73.953125,40.776226,0.65
9.0,-73.975304,40.755798,0.53
10.0,-73.982323,40.691807,0.26
11.0,-73.994446,40.750763,0.52
12.0,-73.988045,40.720318,0.95
13.0,-73.9533,40.70681,0.15
14.0,-73.990891,40.734013,0.69
15.0,-73.968094,40.801254,0.56
16.0,-73.959351,40.771381,0.3
17.0,-73.983124,40.762199,0.41
18.0,-73.998535,40.734089,0.65
19.0,-73.987701,40.721664,0.96
20.0,-73.999672,40.719543,0.19
21.0,-73.989052,40.748398,0.16
22.0,-73.980736,40.734001,0.85
23.0,-73.993378,40.752213,0.26
24.0,-74.003159,40.747337,0.85
25.0,-73.991676,40.759804,0.14
26.0,-73.988129,40.731857,0.63
27.0,-73.969994,40.763058,0.95
28.0,-73.997566,40.720974,0.55
29.0,-73.961136,40.815155,0.31
30.0,-73.988327,40.741093,0.87
31.0,-73.997871,40.722763,0.98
32.0,-73.982025,40.745884,0.72
33.0,-73.985321,40.732544,0.23
34.0,-73.989311,40.73428,0.89
